GroundTruth_Tri_Label	||Prediction_Tri_Label	||Trigger	||GroundTruth_Ant_Label	||Prediction_Ant_Lable	||Antecedent	||Test_Instance
1	||1	||did	||0	||0	||sparring between nations and government officials over the dollar	||Many are quick to emphasize that just because the market can fall as fast as it did Friday does n't mean it will tank again , despite some disquieting similarities between now and October 1987 . As in 1987 , this latest market slide was preceded by sparring between nations and government officials over the dollar .
0	||1	||be	||1	||1	||seen 	||Recent order rates indicate that the fourth quarter , a time shipments usually pick up , will be weak as well . Merrill Lynch 's Mr. Bradford said , `` We have n't seen the pickup in flat rolled orders that we should have . '' Flat rolled steel is the industry 's major product .
0	||1	||do	||0	||0	||to do	||But now , the magazine is attempting to fight back , with an ambitious plan including a revamped sales strategy and a surprisingly aggressive ad campaign . Advertisers do n't think of the magazine first , says Joan McCraw , who joined in April as national advertising director . `` What we want to do is take a more aggressive stance . People did n't believe we were in tune with the marketplace , and in many ways we were n't . ''
1	||1	||do	||0	||1	||find jobs elsewhere	||What keeps Mr. Li in Panzhihua ? Partly the system . While workers ca n't easily be fired , they also ca n't easily quit to find jobs elsewhere . The Li family could apply for permission to do so , but has n't tried . `` I expect I 'll be in Panzhihua for the rest of my life , '' Mr. Li says . `` The No. 1 high school is pretty good , and I have to think of my daughter 's future . ''
1	||1	||do	||0	||1	||help finance a restructuring	||Ramada , which first delayed and then shelved a $ 400 million junk bond sale that was designed to help finance a restructuring , fell 15.6 % to close at 9 1\2 . Ramada has said it hopes to propose a new restructuring plan but has n't indicated when it will do so .
1	||1	||did	||0	||0	||remain weak , industry executives and analysts say , reducing chances that profits could equal their year-earlier performance	||Major oil companies in the next few days are expected to report much less robust earnings than they did for the third quarter a year ago , largely reflecting deteriorating chemical prices and gasoline profitability . The gasoline picture may improve this quarter , but chemicals are likely to remain weak , industry executives and analysts say , reducing chances that profits could equal their year-earlier performance .
1	||1	||did	||0	||1	||to come up with its regional editions	||But the magazine was slower than its competitors to come up with its regional editions , and until last year offered fewer of them than did competitors . Time magazine , for example , has more than 100 separate editions going to different regions , top management , and other groups .
1	||1	||did	||0	||1	||were in there , too , of course	||Then at 10:15 the Dow suddenly started to rebound , and when it shot upward it did so even faster than the early-morning fall . And this time , it was n't just the program traders who were responsible . All the selling had pushed stocks to such cheap values that big investment banks and major money management firms started buying stocks heavily . The program traders were in there , too , of course . But according to one trader , the programmers `` did n't look as dominant on the upside as on the downside because there was { also } a lot of bargain-hunting '' by institutions .
1	||1	||did	||1	||1	||collapsed last week 	||When bank financing for the buy-out collapsed last week , so did UAL 's stock . Even if the banks resurrect a financing package at $ 250 a share , the two executives would still get about $ 25 million less than they stood to gain in the initial transaction .
0	||1	||does	||0	||1	||sits down at the piano and plays	||Currently in the middle of a four-week , 20-city tour as a solo pianist , Mr. Glass has left behind his synthesizers , equipment and collaborators in favor of going it alone . He sits down at the piano and plays . And plays . Either one likes it or one does n't . The typical Glass audience , which is more likely to be composed of music students than their teachers , certainly does .
1	||1	||would	||1	||1	||be quite so hot 	||If Mr. Mason had used less derogatory language to articulate his amateur analysis of the voting behavior of his fellow New Yorkers , would the water be quite so hot ? It probably would , because few or none of the people upset by Mr. Mason 's remarks have bothered to distinguish between the substance of his comments and the fact that he used insulting language . In addition , some of Mr. Mason 's critics have implied that his type of ethnic humor is itself a form of racism .
0	||1	||are	||0	||0	||plays Jackie	||In `` Chicken Soup , '' Mr. Mason plays Jackie , a Jewish bachelor courting Maddie ( Lynn Redgrave ) , an Irish widow and mother of three , against the wishes of his mother ( Rita Karin ) and her brother Michael ( Brandon Maggart ) . It 's worth noting that both disapproving relatives are immigrants . At least , they both speak with strong accents , as do Jackie and Maddie . It could n't be more obvious that `` Chicken Soup '' is being made from an old recipe . And a safe one -- imagine if the romance in question were between an Orthodox Jew and a member of the Nation of Islam .
1	||1	||are	||0	||1	||particularly expensive	||Good service programs require recruitment , screening , training and supervision -- all of high quality . They involve stipends to participants . Full-time residential programs also require housing and full-time supervision ; they are particularly expensive -- more per participant than a year at Stanford or Yale . Non-residential programs are cheaper , but good ones still come to some $ 10,000 a year . Are they worth that ? Evaluations suggest that good ones are -- especially so if the effects on participants are counted . But the calculations are challengeable .
1	||1	||did	||0	||0	||was { also	||Then at 10:15 the Dow suddenly started to rebound , and when it shot upward it did so even faster than the early-morning fall . And this time , it was n't just the program traders who were responsible . All the selling had pushed stocks to such cheap values that big investment banks and major money management firms started buying stocks heavily . The program traders were in there , too , of course . But according to one trader , the programmers `` did n't look as dominant on the upside as on the downside because there was { also } a lot of bargain-hunting '' by institutions .
1	||1	||is	||0	||1	||have done their homework	||The only thing Robert Goldberg could praise about CBS 's new show `` Island Son '' ( Leisure & Arts , Sept. 25 ) was the local color ; unfortunately neither he nor the producers of the show have done their homework . For instance : `` Haole '' ( white ) is not the ultimate insult ; `` Mainland haole '' is . Richard Chamberlain dresses as a `` Mainland haole , '' tucking in a Hawaiian shirt and rolling up its long sleeves . And the local expression for brother is `` brah , '' not `` bruddah . '' And even if a nurse would wear flowers in her hair while on duty , if she were engaged she would know to wear them behind her left , not right , ear . Sorry , the show does not even have the one redeeming quality of genuine local color .
1	||1	||to	||0	||0	||asked to sign a release from liability , just in case	||Mr. Alexander says he regards the agreement , which has n't been submitted to a judge , as something of a joke . However , he acknowledges they `` have the option of taking a swat at me if they really want to . '' Mr. Friend says his side is `` dead serious . '' Although they do n't contemplate delivering any disabling blows , he says that Mr. Alexander will be asked to sign a release from liability , just in case .
1	||1	||to	||0	||0	||'s your father	||`` We want to complain , we want to say something about it , and we 're going to as it gets worse , '' says Rep. Dan Burton , an Indiana Republican who has been a staunch Contra backer . `` But it 's like kicking your father in the pants . You hate to do it because he 's your father . '' Mr. Burton says conservatives ' unhappiness with Mr. Bush 's cautious handling of the recent unsuccessful coup in Panama will make them more willing to speak out .
1	||1	||are	||1	||1	||toil at the factory 	||Mr. Li 's wife , Xia Huaqiong , also works at the factory , tending the water meters during the graveyard shift . There are few prospects for upward mobility , and Mr. Li 's daughter , seven-year-old Li Shu , is certain to toil at the factory too someday , as are more than 10,000 of the workers ' children .
1	||1	||be	||1	||1	||narrow 	||Are narrow , Must they always be .
1	||1	||do	||1	||1	||quit to find jobs elsewhere 	||What keeps Mr. Li in Panzhihua ? Partly the system . While workers ca n't easily be fired , they also ca n't easily quit to find jobs elsewhere . The Li family could apply for permission to do so , but has n't tried . `` I expect I 'll be in Panzhihua for the rest of my life , '' Mr. Li says . `` The No. 1 high school is pretty good , and I have to think of my daughter 's future . ''
1	||1	||do	||0	||1	||catch up on dividends in arrears about $ 6 million	||The energy-services concern said , however , that in January 1990 , it may resume payments of dividends on the preferred stock . Weatherford suspended its preferred-dividend payment in October 1985 and said it has n't any plans to catch up on dividends in arrears about $ 6 million , but will do so some time in the future .
0	||1	||does	||0	||0	||left behind his synthesizers , equipment and collaborators in favor of going it alone	||Currently in the middle of a four-week , 20-city tour as a solo pianist , Mr. Glass has left behind his synthesizers , equipment and collaborators in favor of going it alone . He sits down at the piano and plays . And plays . Either one likes it or one does n't . The typical Glass audience , which is more likely to be composed of music students than their teachers , certainly does .
1	||1	||can	||0	||1	||slightly higher	||Yields on small-denomination certificates of deposit fell at about half the rate of so-called jumbo CDs this week , according to Banxquote Money Markets , an information service based here . Investors can get slightly higher yields on deposits below $ 50,000 than they can on deposits of $ 90,000 and up .
0	||1	||are	||0	||1	||reduce its debt management problems	||Those sound like innocuous changes , but they 're not . Both the Treasury and Congress traditionally have pushed for easy money , the Treasury to reduce its debt management problems and Congress to satisfy powerful producer constituencies who want a weak dollar for short-term competitive gains in world markets . Congressional pressures on the Fed similar to those that produced the savings and loan mess are an awful thought .
1	||1	||do	||0	||1	||run well above the going rate in other U.S. cities	||Certainly , the recent drop in prices does n't mean Manhattan comes cheap . New York retail rents still run well above the going rate in other U.S. cities . Madison and Fifth Avenues and East 57th Street can command rents of up to $ 500 a square foot , and $ 250 is not uncommon . The thriving 34th Street area offers rents of about $ 100 a square foot , as do up-and-coming locations along lower Fifth Avenue . By contrast , rentals in the best retail locations in Boston , San Francisco and Chicago rarely top $ 100 a square foot . And rents on Beverly Hills ' Rodeo Drive generally do n't exceed about $ 125 a square foot .
1	||1	||does	||0	||0	||allow group differences to simmer : yuppies vs. blue-collar Bostonians in `` Cheers '' ; children vs. adults in `` The Cosby Show	||Do n't say the TV sitcom , because that happens to be a genre that , in its desperate need to attract everybody and offend nobody , resembles politics more than it does comedy . It is true that the best sitcoms do allow group differences to simmer : yuppies vs. blue-collar Bostonians in `` Cheers '' ; children vs. adults in `` The Cosby Show . '' But these are not the differences that make headlines .
1	||1	||did	||1	||1	||shot upward 	||Then at 10:15 the Dow suddenly started to rebound , and when it shot upward it did so even faster than the early-morning fall . And this time , it was n't just the program traders who were responsible . All the selling had pushed stocks to such cheap values that big investment banks and major money management firms started buying stocks heavily . The program traders were in there , too , of course . But according to one trader , the programmers `` did n't look as dominant on the upside as on the downside because there was { also } a lot of bargain-hunting '' by institutions .
1	||1	||is	||0	||0	||would know to wear them behind her left	||The only thing Robert Goldberg could praise about CBS 's new show `` Island Son '' ( Leisure & Arts , Sept. 25 ) was the local color ; unfortunately neither he nor the producers of the show have done their homework . For instance : `` Haole '' ( white ) is not the ultimate insult ; `` Mainland haole '' is . Richard Chamberlain dresses as a `` Mainland haole , '' tucking in a Hawaiian shirt and rolling up its long sleeves . And the local expression for brother is `` brah , '' not `` bruddah . '' And even if a nurse would wear flowers in her hair while on duty , if she were engaged she would know to wear them behind her left , not right , ear . Sorry , the show does not even have the one redeeming quality of genuine local color .
1	||1	||does	||0	||1	||sits down at the piano and plays	||Currently in the middle of a four-week , 20-city tour as a solo pianist , Mr. Glass has left behind his synthesizers , equipment and collaborators in favor of going it alone . He sits down at the piano and plays . And plays . Either one likes it or one does n't . The typical Glass audience , which is more likely to be composed of music students than their teachers , certainly does .
1	||1	||did	||1	||1	||support their Kabul clients by all means necessary 	||But there never was a chance that the Afghan resistance would overthrow the Kabul regime quickly and easily . Soviet leaders said they would support their Kabul clients by all means necessary -- and did . The U.S. said it would fully support the resistance -- and did n't .
1	||1	||did	||0	||0	||did so profitably	||`` Singapore took the hit because when people want to get out , they tend to go where the liquidity is , '' said Elizabeth Hambrecht , a regional analyst with Baring Securities ( Hong Kong ) Ltd . She pointed out that even after Monday 's 10 % decline , the Straits Times index is up 24 % this year , so investors who bailed out generally did so profitably . Similarly , Kuala Lumpur 's composite index yesterday ended 27.5 % above its 1988 close .
1	||1	||did	||0	||1	||curry more favor in Washington	||As Mr. Noriega 's political troubles grew , so did his offers of assistance to the Contras , an apparent attempt to curry more favor in Washington . For instance , he helped steal the May 1984 Panamanian elections for the ruling party . But just one month later , he also contributed $ 100,000 to a Contra leader , according to documents released for Oliver North 's criminal trial in Washington , D.C .
1	||1	||will	||0	||0	||will	||Surveys suggested that consumer confidence was high before Friday . A 190-point drop is n't likely to make much of a dent ; multiply that a few times over , though , and it will . If the reactions of executives gathered Saturday at Hot Springs , Va. , for the Business Council meetings are typical , business leaders were n't overly rattled by Friday 's decline . And if foreign investors become a tad more cautious -- well , the dollar 's recent strength suggests that the U.S. can stand it .
1	||1	||did	||1	||1	||continue as long 	||With the February 1987 U.N. accords `` relating to Afghanistan , '' the Soviet Union got everything it needed to consolidate permanent control . The terms of the Geneva accords leave Moscow free to provide its clients in Kabul with assistance of any kind -- including the return of Soviet ground forces -- while requiring the U.S. and Pakistan to cut off aid . The only fly in the Soviet ointment was the last-minute addition of a unilateral American caveat , that U.S. aid to the resistance would continue as long as Soviet aid to Kabul did . But as soon as the accords were signed , American officials sharply reduced aid . In February 1989 , when the Soviets said they had completed their pullout , the U.S. cut it further .
1	||1	||did	||1	||1	||worked beautifully 	||`` The pace of trading was orderly , '' he said . Nasdaq 's Small Order Execution System `` worked beautifully , '' as did the automated system for larger trades , according to Mr. Hardiman .
1	||1	||do	||1	||1	||has n't any plans to catch up on dividends in arrears about $ 6 million 	||The energy-services concern said , however , that in January 1990 , it may resume payments of dividends on the preferred stock . Weatherford suspended its preferred-dividend payment in October 1985 and said it has n't any plans to catch up on dividends in arrears about $ 6 million , but will do so some time in the future .
1	||1	||did	||0	||0	||released for Oliver North 's criminal trial in Washington , D.C	||As Mr. Noriega 's political troubles grew , so did his offers of assistance to the Contras , an apparent attempt to curry more favor in Washington . For instance , he helped steal the May 1984 Panamanian elections for the ruling party . But just one month later , he also contributed $ 100,000 to a Contra leader , according to documents released for Oliver North 's criminal trial in Washington , D.C .
1	||1	||did	||0	||1	||would support their Kabul clients by all means necessary	||But there never was a chance that the Afghan resistance would overthrow the Kabul regime quickly and easily . Soviet leaders said they would support their Kabul clients by all means necessary -- and did . The U.S. said it would fully support the resistance -- and did n't .
1	||1	||would	||0	||0	||have implied that his type of ethnic humor is itself a form of racism	||If Mr. Mason had used less derogatory language to articulate his amateur analysis of the voting behavior of his fellow New Yorkers , would the water be quite so hot ? It probably would , because few or none of the people upset by Mr. Mason 's remarks have bothered to distinguish between the substance of his comments and the fact that he used insulting language . In addition , some of Mr. Mason 's critics have implied that his type of ethnic humor is itself a form of racism .
1	||1	||does	||0	||0	||change its expansion timetable	||William O'Donnell , president , says he still thinks the IPO will succeed . If it does n't , he says , the company would have to change its expansion timetable .
1	||1	||have	||1	||1	||seen 	||Recent order rates indicate that the fourth quarter , a time shipments usually pick up , will be weak as well . Merrill Lynch 's Mr. Bradford said , `` We have n't seen the pickup in flat rolled orders that we should have . '' Flat rolled steel is the industry 's major product .
1	||1	||will	||0	||1	||are typical	||Surveys suggested that consumer confidence was high before Friday . A 190-point drop is n't likely to make much of a dent ; multiply that a few times over , though , and it will . If the reactions of executives gathered Saturday at Hot Springs , Va. , for the Business Council meetings are typical , business leaders were n't overly rattled by Friday 's decline . And if foreign investors become a tad more cautious -- well , the dollar 's recent strength suggests that the U.S. can stand it .
1	||1	||is	||0	||1	||is n't it	||That 's the problem , is n't it ? '' Indeed it is .
1	||1	||were	||0	||0	||usual	||While oil prices have been better than expected , natural gas prices have been worse . In the third quarter , they averaged about 5 % less than they were in 1988 . The main reason remains weather . Last summer was notable for a heat wave and drought that caused utilities to burn more natural gas to feed increased electrical demand from air conditioning use . This summer , on the other hand , had milder weather than usual .
1	||1	||did	||1	||1	||sunk just about as low 	||Damon Darlin is a fine reporter of serious topics . Do n't waste his talents with fatuous assignments such as the Sept. 20 page-one article about gift-giving in Korea . You sunk just about as low as NBC did in its reporting on Korean life during last year 's Olympics .
1	||1	||will	||0	||1	||post a drop in third-quarter earnings	||But securities analysts say Phillips will be among the companies hard-hit by weak chemical prices and will probably post a drop in third-quarter earnings . So , too , many analysts predict , will Exxon Corp. , Chevron Corp. and Amoco Corp .
1	||1	||do	||1	||1	||remains one of the half-dozen or so world-wide , full-range computer companies likely to survive the 1990s 	||But now , with Bull in firm control , these U.S. operations are key ingredients in Mr. Lorentz 's plans to ensure that Bull remains one of the half-dozen or so world-wide , full-range computer companies likely to survive the 1990s . To do so , Bull is planting itself firmly in the U.S. , where , says Mr. Lorentz , a lot of the best people and research are . The Zenith buy means Bull will derive 22 % of its revenue from the U.S. -- up from 18 % previously -- and the company spends 30 % of its 3.64 billion-franc research and development budget in the U.S .
1	||1	||do	||0	||1	||says	||Even for people who expect a bear market in coming months -- and a sizable number of money managers and market pundits do -- the advice is : Wait for the market to bounce back , and sell shares gradually during rallies . The best thing individual investors can do is `` just sit tight , '' says Marshall B. Front , executive vice president and head of investment counseling at Stein Roe & Farnham Inc. , a Chicago-based investment counseling firm that manages about $ 18 billion .
1	||1	||do	||0	||0	||'ve been unable to do so	||Mr. Zycher also criticizes 103 's requirement that auto-insurance rates be based primarily on a motorist 's safety record and driving habits rather than upon zip code . Proposition 103 does not prohibit any use of territorial rating , but requires insurers to justify it scientifically . So far , they 've been unable to do so .
1	||1	||does	||0	||1	||comedy	||Do n't say the TV sitcom , because that happens to be a genre that , in its desperate need to attract everybody and offend nobody , resembles politics more than it does comedy . It is true that the best sitcoms do allow group differences to simmer : yuppies vs. blue-collar Bostonians in `` Cheers '' ; children vs. adults in `` The Cosby Show . '' But these are not the differences that make headlines .
1	||1	||would	||0	||0	||implied that his type of ethnic humor is itself a form of racism	||If Mr. Mason had used less derogatory language to articulate his amateur analysis of the voting behavior of his fellow New Yorkers , would the water be quite so hot ? It probably would , because few or none of the people upset by Mr. Mason 's remarks have bothered to distinguish between the substance of his comments and the fact that he used insulting language . In addition , some of Mr. Mason 's critics have implied that his type of ethnic humor is itself a form of racism .
0	||1	||are	||0	||0	||being made from an old recipe	||In `` Chicken Soup , '' Mr. Mason plays Jackie , a Jewish bachelor courting Maddie ( Lynn Redgrave ) , an Irish widow and mother of three , against the wishes of his mother ( Rita Karin ) and her brother Michael ( Brandon Maggart ) . It 's worth noting that both disapproving relatives are immigrants . At least , they both speak with strong accents , as do Jackie and Maddie . It could n't be more obvious that `` Chicken Soup '' is being made from an old recipe . And a safe one -- imagine if the romance in question were between an Orthodox Jew and a member of the Nation of Islam .
1	||1	||did	||0	||0	||said it would fully support the resistance -- and did n't	||But there never was a chance that the Afghan resistance would overthrow the Kabul regime quickly and easily . Soviet leaders said they would support their Kabul clients by all means necessary -- and did . The U.S. said it would fully support the resistance -- and did n't .
1	||1	||do	||1	||1	||still exist 	||As Elizabeth Kristol wrote in the New York Times just before the Mason donnybrook , `` Perhaps intolerance would not boil over with such intensity if honest differences were allowed to simmer . '' The question is , if group conflicts still exist ( as undeniably they do ) , and if Mr. Mason 's type of ethnic humor is passe , then what other means do we have for letting off steam ?
1	||1	||did	||0	||0	||did so profitably	||`` Singapore took the hit because when people want to get out , they tend to go where the liquidity is , '' said Elizabeth Hambrecht , a regional analyst with Baring Securities ( Hong Kong ) Ltd . She pointed out that even after Monday 's 10 % decline , the Straits Times index is up 24 % this year , so investors who bailed out generally did so profitably . Similarly , Kuala Lumpur 's composite index yesterday ended 27.5 % above its 1988 close .
1	||1	||did	||0	||1	||as deeply	||The past two trading days , while painful , have n't been as disastrous for the arbs as the October 1987 market crash because takeover-related stocks have n't dropped as sharply as they did two years ago , and traders are n't as deeply in debt as they were then .
1	||1	||did	||0	||1	||detained and interrogated for 20 hours by security thugs	||South Korea is `` critically important to us now , both economically and in terms of security , '' says Sen. Richard Lugar ( R. , Ind. ) , the former chairman of the Senate Foreign Relations Committee . `` Unfortunately , many Americans do n't think much about Korea . But the miracle of their economic growth and the development of democracy -- imperfect though it is -- are very important to the United States . '' One major topic during Mr. Roh 's visit will be human rights . Due process still is denied in South Korea ; a few months ago , Kim Dae Jung , the major opposition leader , was detained and interrogated for 20 hours by security thugs . Just as Pope John Paul II did in Seoul last week , President Bush and members of Congress ought to tell Mr. Roh in no uncertain terms that this kind of behavior is unacceptable .
1	||1	||did	||0	||1	||painful	||The past two trading days , while painful , have n't been as disastrous for the arbs as the October 1987 market crash because takeover-related stocks have n't dropped as sharply as they did two years ago , and traders are n't as deeply in debt as they were then .
1	||1	||does	||0	||1	||going it alone	||Currently in the middle of a four-week , 20-city tour as a solo pianist , Mr. Glass has left behind his synthesizers , equipment and collaborators in favor of going it alone . He sits down at the piano and plays . And plays . Either one likes it or one does n't . The typical Glass audience , which is more likely to be composed of music students than their teachers , certainly does .
1	||1	||do	||0	||0	||do so with a large sense of triumph	||You see , I know my father would have wished me to carry on just now . '' It is this kind of dignity and restraint that allows Stevens to declare : `` For all its sad associations , whenever I recall that evening today , I find I do so with a large sense of triumph . '' We note the imperial public word used to deny private rage and sorrow . That Stevens himself is not grotesque or repellent , but funny and sad and enlightening , is entirely the author 's triumph .
1	||1	||has	||0	||0	||emerge from Chapter 11 protection from creditors early next year , operating with more service than it originally had scheduled	||At a later news conference here , Frank Lorenzo , chairman of Eastern 's parent Texas Air Corp. , said Eastern was exceeding its goals for getting back into operation and predicted it would emerge from Chapter 11 protection from creditors early next year , operating with more service than it originally had scheduled . He insisted , as he has before , that creditors would be paid in full under the plan .
1	||1	||do	||0	||1	||is pretty good	||What keeps Mr. Li in Panzhihua ? Partly the system . While workers ca n't easily be fired , they also ca n't easily quit to find jobs elsewhere . The Li family could apply for permission to do so , but has n't tried . `` I expect I 'll be in Panzhihua for the rest of my life , '' Mr. Li says . `` The No. 1 high school is pretty good , and I have to think of my daughter 's future . ''
1	||1	||did	||1	||1	||improved in the quarter 	||The net interest margin - the difference between the bank 's cost of funds and what it receives as interest payments -- improved in the quarter , as did certain areas of wholesale banking .
0	||1	||are	||0	||1	||produced the savings and loan mess	||Those sound like innocuous changes , but they 're not . Both the Treasury and Congress traditionally have pushed for easy money , the Treasury to reduce its debt management problems and Congress to satisfy powerful producer constituencies who want a weak dollar for short-term competitive gains in world markets . Congressional pressures on the Fed similar to those that produced the savings and loan mess are an awful thought .
1	||1	||do	||0	||1	||$ 400 million	||Ramada , which first delayed and then shelved a $ 400 million junk bond sale that was designed to help finance a restructuring , fell 15.6 % to close at 9 1\2 . Ramada has said it hopes to propose a new restructuring plan but has n't indicated when it will do so .
1	||1	||does	||0	||1	||to be composed of music students	||Currently in the middle of a four-week , 20-city tour as a solo pianist , Mr. Glass has left behind his synthesizers , equipment and collaborators in favor of going it alone . He sits down at the piano and plays . And plays . Either one likes it or one does n't . The typical Glass audience , which is more likely to be composed of music students than their teachers , certainly does .
1	||1	||did	||1	||1	||rallied 	||For instance , First Quadrant Corp. , an asset allocator based in Morristown , N.J. , said it quickly boosted stock positions in its `` aggressive '' accounts to 75 % from 55 % to take advantage of plunging prices Friday . It added another 5 % Monday before stocks rallied . When they did , the firm reduced those stock holdings to about 70 % .
1	||1	||had	||0	||0	||do not regard the amount of the decline on Friday as unexpected or unlikely	||`` I do not regard the amount of the decline on Friday as unexpected or unlikely , '' he said in a telephone interview . `` With the market being up to 2,700 or 2,800 and the existence of derivative products ... one can expect volatility of the magnitude we had . ''
1	||1	||did	||0	||1	||will go up as lenders demand a premium	||Easy money advocates , however , are adept at spreading economic myths . There is the constant insistence that the Fed could lower interest rates were it not so obstinate . The Fed indeed can lower short-term interest rates by pumping reserves into the banks , but it ca n't do much about them from there on . If the reserves generate inflation , which is what the Fed fears most right now , interest rates will go up as lenders demand a premium . Enough inflation can ultimately even wipe out the bond market , as it did in Britain in the 1970s , thereby crippling the economy .
1	||1	||did	||0	||0	||white	||What with Halloween coming and bigger defense cuts looming , more and more Pentagon bureaucrats are crawling under their desks . They know that they can hold off the ghosts only a little while longer by cutting carriers and ships . Then the whole thing will start to collapse , just as it did in the 1970s , and the ghosts and banshees will be howling through the place turning people 's hair white . Gives me the willies just thinking about it .
1	||1	||did	||0	||1	||10 %	||`` Singapore took the hit because when people want to get out , they tend to go where the liquidity is , '' said Elizabeth Hambrecht , a regional analyst with Baring Securities ( Hong Kong ) Ltd . She pointed out that even after Monday 's 10 % decline , the Straits Times index is up 24 % this year , so investors who bailed out generally did so profitably . Similarly , Kuala Lumpur 's composite index yesterday ended 27.5 % above its 1988 close .
1	||1	||did	||0	||1	||applied price and wage controls in August 1971 , thereby discouraging production	||These two myths have caused the republic untold damage . The U.S. economy took on an inflationary bias when the Fed was forced to finance an incredible spending spree by Lyndon Johnson . Richard Nixon exacerbated the problem when , in response to pressures from Congress , he applied price and wage controls in August 1971 , thereby discouraging production . Jimmy Carter ultimately hired Mr. Volcker to kill inflation , which was reaching dangerous levels . He did , too late to save Mr. Carter from forced retirement .
1	||1	||were	||0	||0	||averaged about 5 % less than they were in 1988	||While oil prices have been better than expected , natural gas prices have been worse . In the third quarter , they averaged about 5 % less than they were in 1988 . The main reason remains weather . Last summer was notable for a heat wave and drought that caused utilities to burn more natural gas to feed increased electrical demand from air conditioning use . This summer , on the other hand , had milder weather than usual .
1	||1	||did	||0	||1	||resurrect a financing package at $ 250 a share	||When bank financing for the buy-out collapsed last week , so did UAL 's stock . Even if the banks resurrect a financing package at $ 250 a share , the two executives would still get about $ 25 million less than they stood to gain in the initial transaction .
0	||1	||do	||0	||1	||have the option of taking a swat at me if they really want to	||Mr. Alexander says he regards the agreement , which has n't been submitted to a judge , as something of a joke . However , he acknowledges they `` have the option of taking a swat at me if they really want to . '' Mr. Friend says his side is `` dead serious . '' Although they do n't contemplate delivering any disabling blows , he says that Mr. Alexander will be asked to sign a release from liability , just in case .
1	||1	||to	||1	||1	||had any impact on us 	||`` It has n't had any impact on us , nor do we expect it to , '' said a spokeswoman for Miller Brewing Co. , a major client of Backer Spielvogel . John Lampe , director of advertising at PaineWebber Inc. , a Saatchi & Saatchi Advertising client , said : `` We have no problem with the announcement , because we do n't know what change it 's going to bring about . We are n't going to change agencies because of a change in London . ''
1	||1	||does	||1	||1	||likes it 	||Currently in the middle of a four-week , 20-city tour as a solo pianist , Mr. Glass has left behind his synthesizers , equipment and collaborators in favor of going it alone . He sits down at the piano and plays . And plays . Either one likes it or one does n't . The typical Glass audience , which is more likely to be composed of music students than their teachers , certainly does .
1	||1	||will	||0	||1	||hard-hit by weak chemical prices	||But securities analysts say Phillips will be among the companies hard-hit by weak chemical prices and will probably post a drop in third-quarter earnings . So , too , many analysts predict , will Exxon Corp. , Chevron Corp. and Amoco Corp .
1	||1	||do	||0	||1	||to execute as I do today	||Mr. Sim figures it will be easier to turn Barry Wright around since he 's now in the driver 's seat . When he came to Applied , `` I did n't have the power to execute as I do today , '' he says . He was named chief executive officer of Applied in 1986 and became chairman last November .
1	||1	||do	||1	||1	||watch news 	||Then there 's `` The World Today , '' the prime-time newscast featuring Mr. Shaw and Ms. Crier . Until now , CNN has featured its Hollywood gossip show during the key evening period . But 70 % of the cable-television-equipped households that watch news do so between 6:30 p.m. and 7 p.m. , the network discovered , so CNN wants in . Mr. Amos says the Shaw-Crier team will probably do two live interviews a day , with most of the program , at least for now , appearing similar to CNN 's other newcasts .
1	||1	||did	||0	||0	||launched any high-visibility campaign to drum up support , as President Reagan did	||And while the defense secretary is speaking out , President Bush himself has n't launched any high-visibility campaign to drum up support , as President Reagan did . The administration also acknowledges that it is n't pursuing Mr. Reagan 's original vision of an `` impenetrable shield '' protecting the whole U.S. , but rather a more modest version .
1	||1	||will	||0	||0	||say Phillips will be among the companies hard-hit by weak chemical prices and will probably post a drop in third-quarter earnings	||But securities analysts say Phillips will be among the companies hard-hit by weak chemical prices and will probably post a drop in third-quarter earnings . So , too , many analysts predict , will Exxon Corp. , Chevron Corp. and Amoco Corp .
1	||1	||does	||0	||1	||more likely to be composed of music students	||Currently in the middle of a four-week , 20-city tour as a solo pianist , Mr. Glass has left behind his synthesizers , equipment and collaborators in favor of going it alone . He sits down at the piano and plays . And plays . Either one likes it or one does n't . The typical Glass audience , which is more likely to be composed of music students than their teachers , certainly does .
1	||1	||does	||1	||1	||offers far more readers 	||Even though National Geographic offers far more readers than does a magazine like Smithsonian , `` the page costs you an arm and a leg to develop any frequency , '' says Harry Glass , New York media manager for Bozell Inc .
1	||1	||has	||1	||1	||work 	||Mr. Sim is confident that the drive to dominate certain niche markets will work at Barry Wright as it has at Applied . He also professes an `` evangelical '' fervor to develop a corporate culture that rewards managers who produce and where decision-making is shared .
1	||1	||do	||0	||0	||will do so some time in the future	||The energy-services concern said , however , that in January 1990 , it may resume payments of dividends on the preferred stock . Weatherford suspended its preferred-dividend payment in October 1985 and said it has n't any plans to catch up on dividends in arrears about $ 6 million , but will do so some time in the future .
1	||1	||did	||1	||1	||dropped as sharply 	||The past two trading days , while painful , have n't been as disastrous for the arbs as the October 1987 market crash because takeover-related stocks have n't dropped as sharply as they did two years ago , and traders are n't as deeply in debt as they were then .
1	||1	||do	||1	||1	||spreading ads out among its articles 	||Another sticking point for advertisers was National Geographic 's tradition of lumping its ads together , usually at the beginning or end of the magazine , rather than spreading ads out among its articles , as most magazines do . And National Geographic 's smaller-than-average size means extra production costs for advertisers .
